id,domain,name,verdict,segment,confidence,reasoning,country,city,industry,employee_count,employee_range,linkedin_url,website_url,first_run_id,created_at
48081,munro.agency,Munro Agency,f,NOT_A_MATCH,,,,,,,,,,507,2026-02-17 02:24:06.450136+00
48116,growwer.com,Growwer,f,OTHER,,,,,,,,,,505,2026-02-17 02:24:06.450136+00
48120,gut.agency,gut agency,f,NOT_A_MATCH,,,,,,,,,,406,2026-02-17 02:24:06.450136+00
48163,monks.com,Monks,f,NOT_A_MATCH,,,,,,,,,,300,2026-02-17 02:24:06.450136+00
48168,allinagency.com,Allin Agency,f,NOT_A_MATCH,,,,,,,,,,498,2026-02-17 02:24:06.450136+00
48246,cukeragency.com,,f,NOT_A_MATCH,,,,,,,,,,512,2026-02-17 02:26:09.676608+00
48275,tinybull.com,TinyBull,f,NOT_A_MATCH,,,,,,,,,,532,2026-02-17 02:26:09.676608+00
48297,bera.ai,bera.ai,f,NOT_A_MATCH,,,,,,,,,,522,2026-02-17 02:26:09.676608+00
48401,breef.com,Breef,f,,,,,,,,,,,512,2026-02-17 02:26:09.676608+00
48402,digitalgroup.com,Digital Group,f,NOT_A_MATCH,,,,,,,,,,350,2026-02-17 02:26:09.676608+00
48462,cuatrocento.es,Cuatrocento,f,NOT_A_MATCH,,,,,,,,,,499,2026-02-17 02:26:09.676608+00
48508,bilnea.com,Bilnea,f,OTHER,,,,,,,,,,501,2026-02-17 02:26:09.676608+00
48527,exchangewire.com,ExchangeWire,f,NOT_A_MATCH,,,,,,,,,,499,2026-02-17 02:26:09.676608+00
48560,8pecados.com,8pecados,f,NOT_A_MATCH,,,,,,,,,,548,2026-02-17 02:26:09.676608+00
48568,tejedorpublicitario.com,the outsiders,f,OTHER,,,,,,,,,,548,2026-02-17 02:26:09.676608+00
48670,bitdefender.com,Bitdefender,f,OTHER,,,,,,,,,,365,2026-02-17 02:37:43.097531+00
48687,bairesdev.com,,f,NOT_A_MATCH,,,,,,,,,,365,2026-02-17 02:37:43.097531+00
48717,revuze.it,Revuze,f,NOT_A_MATCH,,,,,,,,,,509,2026-02-17 02:37:43.097531+00
48725,veneo.pl,veneo sp. z o.o.,f,NOT_A_MATCH,,,,,,,,,,515,2026-02-17 02:37:43.097531+00
48736,insightplatforms.com,Insight Platforms,f,NOT_A_MATCH,,,,,,,,,,563,2026-02-17 02:37:43.097531+00
48744,sentione.com,Sentione,f,NOT_A_MATCH,,,,,,,,,,338,2026-02-17 02:37:43.097531+00
48755,singular.net,Singular,f,NOT_A_MATCH,,,,,,,,,,351,2026-02-17 02:37:43.097531+00
48766,admetrics.io,Admetrics,f,NOT_A_MATCH,,,,,,,,,,510,2026-02-17 02:51:49.396225+00
48768,litmus.com,Litmus,f,NOT_A_MATCH,,,,,,,,,,512,2026-02-17 02:51:49.396225+00
48795,wowmediametrics.com,Wow Media & Metrics,f,OTHER,,,,,,,,,,410,2026-02-17 02:51:49.396225+00
48807,firstsales.io,FirstSales,f,NOT_A_MATCH,,,,,,,,,,529,2026-02-17 02:51:49.396225+00
48819,iq-marketing.pl,iq marketing,f,NOT_A_MATCH,,,,,,,,,,520,2026-02-17 02:51:49.396225+00
48823,ycombinator.com,Y Combinator,f,NEW:STARTUP_ACCELERATOR,,,,,,,,,,365,2026-02-17 02:51:49.396225+00
49080,nextiva.com,Nextiva,f,NOT_A_MATCH,,,,,,,,,,336,2026-02-17 03:10:43.791796+00
49096,vistasocial.com,Vista Social,f,OTHER,,,,,,,,,,522,2026-02-17 03:10:43.791796+00
49148,infegy.com,"Infegy, Inc.",f,NOT_A_MATCH,,,,,,,,,,509,2026-02-17 03:10:43.791796+00
49157,folk.app,Folk,f,OTHER,,,,,,,,,,336,2026-02-17 03:10:43.791796+00
49169,icuc.social,ICUC,f,OTHER,,,,,,,,,,338,2026-02-17 03:10:43.791796+00
49172,ocoya.com,,f,OTHER,,,,,,,,,,563,2026-02-17 03:10:43.791796+00
49176,thebridgecorp.com,Bridge,f,OTHER,,,,,,,,,,526,2026-02-17 03:10:43.791796+00
49201,theydigital.pl,they digital sp. z o.o.,f,NOT_A_MATCH,,,,,,,,,,524,2026-02-17 03:02:47.164808+00
49242,creativeanswer.pl,Creative Answer,f,OTHER,,,,,,,,,,548,2026-02-17 03:02:47.164808+00
49248,hammeragency.eu,Hammer Agency,f,NOT_A_MATCH,,,,,,,,,,512,2026-02-17 03:02:47.164808+00
49264,goodonepr.pl,Good One PR,f,NOT_A_MATCH,,,,,,,,,,517,2026-02-17 03:02:47.164808+00
49418,25wat.com,25wat,f,NOT_A_MATCH,,,,,,,,,,522,2026-02-17 03:02:47.164808+00
49425,bvmg.pl,buena vista media group,f,NOT_A_MATCH,,,,,,,,,,507,2026-02-17 03:02:47.164808+00
49522,fera.ai,fera,f,,,,,,,,,,,493,2026-02-17 03:19:31.253345+00
49529,reportgarden.com,ReportGarden,f,OTHER,,,,,,,,,,520,2026-02-17 03:19:31.253345+00
49533,wpromote.com,Wpromote,f,OTHER,,,,,,,,,,352,2026-02-17 03:19:31.253345+00
49538,chamberofcommerce.com,Chamber of Commerce,f,NOT_A_MATCH,,,,,,,,,,533,2026-02-17 03:19:31.253345+00
49547,feedbird.com,Feedbird,f,NOT_A_MATCH,,,,,,,,,,517,2026-02-17 03:19:31.253345+00
49630,portada-online.com,Portada,f,NOT_A_MATCH,,,,,,,,,,356,2026-02-17 03:25:23.627032+00
49742,flinkpr.fi,Flink Social PR,f,NOT_A_MATCH,,,,,,,,,,561,2026-02-17 03:35:01.872609+00
49765,adseo.no,adseo,f,NOT_A_MATCH,,,,,,,,,,502,2026-02-17 03:35:01.872609+00
49777,abnewswire.com,,f,NOT_A_MATCH,,,,,,,,,,542,2026-02-17 03:35:01.872609+00
49800,pommeagency.se,Pomme Agency,f,OTHER,,,,,,,,,,564,2026-02-17 03:35:01.872609+00
49814,graafledin.com,Graaf Ledin,f,OTHER,,,,,,,,,,500,2026-02-17 03:35:01.872609+00
49968,spicytribe.com,Spicy Tribe,f,NOT_A_MATCH,,,,,,,,,,530,2026-02-17 04:01:34.115198+00
50072,thisisplanb.com,,f,NOT_A_MATCH,,,,,,,,,,514,2026-02-17 04:01:34.115198+00
50074,figadvertising.com,,f,OTHER,,,,,,,,,,501,2026-02-17 04:01:34.115198+00
50114,newmedia.com,,f,NOT_A_MATCH,,,,,,,,,,514,2026-02-17 04:01:34.115198+00
50184,primelis.com,,f,OTHER,,,,,,,,,,526,2026-02-17 04:16:05.682301+00
62512,auguste-et-louise.com,Auguste et Louise,f,NOT_A_MATCH,,,,,,,,,,496,2026-02-18 02:04:21.3091+00
62534,dagmarapakulska.pl,Dagmara Pakulska,f,NOT_A_MATCH,,,,,,,,,,556,2026-02-18 02:04:21.3091+00
62565,kingmods.net,KingMods,f,NOT_A_MATCH,,,,,,,,,,553,2026-02-18 02:05:40.19492+00
62570,urstyle.fashion,URSTYLE,f,NOT_A_MATCH,,,,,,,,,,562,2026-02-18 02:05:40.19492+00
62572,acmn.com.au,ACMN Marketing and Advertising,f,OTHER,,,,,,,,,,515,2026-02-18 02:05:40.19492+00
62579,eysy.digital,eysydigital,f,OTHER,,,,,,,,,,518,2026-02-18 02:05:40.19492+00
62631,demoup-cliplister.com,DemoUp Cliplister,f,NOT_A_MATCH,,,,,,,,,,300,2026-02-18 02:06:59.321554+00
62651,lafourmi.biz,LAFOURMI,f,NOT_A_MATCH,,,,,,,,,,517,2026-02-18 02:06:59.321554+00
62661,shuru.co.in,Shuru,f,NOT_A_MATCH,,,,,,,,,,511,2026-02-18 02:08:07.376526+00
62680,imageinfrance.com,Image in France,f,OTHER,,,,,,,,,,517,2026-02-18 02:08:07.376526+00
62727,bitfuel.de,bitfuel,f,NOT_A_MATCH,,,,,,,,,,511,2026-02-18 02:09:06.742349+00
62733,kurogo.co.uk,Kurogo,f,,,,,,,,,,,556,2026-02-18 02:09:06.742349+00
62757,abchoklad.se,abchoklad,f,OTHER,,,,,,,,,,413,2026-02-18 02:10:27.144592+00
62758,hellomaven.com,Hello Maven Marketing,f,OTHER,,,,,,,,,,300,2026-02-18 02:10:27.144592+00
62761,otherthingsagency.com,Other Things,f,OTHER,,,,,,,,,,512,2026-02-18 02:10:27.144592+00
62779,altacucina.co,Al.ta Cucina,f,NOT_A_MATCH,,,,,,,,,,516,2026-02-18 02:10:27.144592+00
62943,propmark.com.br,propmark,f,NOT_A_MATCH,,,,,,,,,,498,2026-02-18 02:11:38.46347+00
62946,wearescribbld.com,Scribbld,f,OTHER,,,,,,,,,,519,2026-02-18 02:11:38.46347+00
62951,karadigital.co.uk,Kara Digital,f,,,,,,,,,,,419,2026-02-18 02:11:38.46347+00
62973,kreataglobal.com,Kreata Global,f,NOT_A_MATCH,,,,,,,,,,510,2026-02-18 02:11:38.46347+00
62976,logora.com,Logora,f,NOT_A_MATCH,,,,,,,,,,498,2026-02-18 02:11:38.46347+00
62984,agenciaasas.com,Galt Growth Marketing,f,NOT_A_MATCH,,,,,,,,,,503,2026-02-18 02:13:13.176352+00
62988,bayandchay.com,bayandchay,f,OTHER,,,,,,,,,,505,2026-02-18 02:13:13.176352+00
62992,ellary.se,Ellary,f,NOT_A_MATCH,,,,,,,,,,553,2026-02-18 02:13:13.176352+00
62993,socialrama.fr,SocialRama,f,,,,,,,,,,,339,2026-02-18 02:13:13.176352+00
63012,fcbmontreal.com,FCB Montréal,f,NOT_A_MATCH,,,,,,,,,,502,2026-02-18 02:13:13.176352+00
63021,pixated.agency,Pixated,f,NOT_A_MATCH,,,,,,,,,,496,2026-02-18 02:13:13.176352+00
63037,caffeina.com,Caffeina,f,OTHER,,,,,,,,,,526,2026-02-18 02:14:20.243722+00
63089,niebieski-lis.pl,Niebieski Lis,f,OTHER,,,,,,,,,,563,2026-02-18 02:15:19.408597+00
63108,vivaconversion.com,viva!,f,NOT_A_MATCH,,,,,,,,,,512,2026-02-18 02:15:19.408597+00
63124,supernovads.com,Supernovads,f,OTHER,,,,,,,,,,549,2026-02-18 02:15:19.408597+00
63141,prospek.ca,Prospek,f,OTHER,,,,,,,,,,519,2026-02-18 02:16:18.518387+00
63194,uniqsocials.com,UNIQSocials,f,OTHER,,,,,,,,,,556,2026-02-18 02:17:17.67367+00
63196,youngperfect.nl,Young Perfect,f,,,,,,,,,,,523,2026-02-18 02:17:17.67367+00
63205,gutefrage.net,gutefrage,f,NOT_A_MATCH,,,,,,,,,,519,2026-02-18 02:17:17.67367+00
63216,strawhatnetwork.com,Strawhat Network,f,OTHER,,,,,,,,,,502,2026-02-18 02:17:17.67367+00
63217,buysocialbuzz.com,Buy Social Buzz,f,NOT_A_MATCH,,,,,,,,,,530,2026-02-18 02:17:17.67367+00
63254,onlysmartactions.pl,Only Smart Actions,f,OTHER,,,,,,,,,,414,2026-02-18 02:18:23.786017+00
63256,sudouest-publicite.com,Sud Ouest Publicite,f,NOT_A_MATCH,,,,,,,,,,526,2026-02-18 02:18:23.786017+00
63261,biuropodrozyreklamy.com,Biuro Podróży Reklamy,f,NOT_A_MATCH,,,,,,,,,,520,2026-02-18 02:18:23.786017+00
63272,supercoaster.digital,Supercoaster,f,NOT_A_MATCH,,,,,,,,,,549,2026-02-18 02:18:23.786017+00
63286,rougemarketing.com,Rouge marketing,f,OTHER,,,,,,,,,,510,2026-02-18 02:19:19.751689+00
63291,neew.amsterdam,NEEW Amsterdam,f,NOT_A_MATCH,,,,,,,,,,493,2026-02-18 02:19:19.751689+00
63293,2012agency.com,2012 Agency,f,OTHER,,,,,,,,,,510,2026-02-18 02:19:19.751689+00
63302,havaslemz.com,Havas Lemz,f,NOT_A_MATCH,,,,,,,,,,518,2026-02-18 02:19:19.751689+00
63310,thevan.it,The Van Group,f,NOT_A_MATCH,,,,,,,,,,505,2026-02-18 02:19:19.751689+00
63315,lepoulailler.rocks,lepoulailler,f,OTHER,,,,,,,,,,556,2026-02-18 02:19:19.751689+00
63318,onesourcedirect.net,One Source Direct,f,NOT_A_MATCH,,,,,,,,,,530,2026-02-18 02:19:19.751689+00
63357,kiliagon.com,Kiliagon,f,OTHER,,,,,,,,,,516,2026-02-18 02:20:25.862319+00
63395,d3con.com,d3con,f,NEW:CONFERENCE_ORGANIZER,,,,,,,,,,414,2026-02-18 02:21:32.713788+00
63422,gruppolife.com,Life,f,OTHER,,,,,,,,,,517,2026-02-18 02:21:32.713788+00
63541,immedia.net,IM*MEDIA,f,NOT_A_MATCH,,,,,,,,,,515,2026-02-18 02:22:38.92474+00
63558,alunites.com,Alunites,f,NOT_A_MATCH,,,,,,,,,,514,2026-02-18 02:22:38.92474+00
63568,comibrid.com,comibrid,f,NOT_A_MATCH,,,,,,,,,,553,2026-02-18 02:23:45.585155+00
63570,enterprisemagazine.se,Enterprise Magazine,f,OTHER,,,,,,,,,,564,2026-02-18 02:23:45.585155+00
63612,firebellymedia.co.uk,Firebelly Media,f,NOT_A_MATCH,,,,,,,,,,495,2026-02-18 02:23:45.585155+00
63646,grouped.com,Grouped,f,,,,,,,,,,,405,2026-02-18 02:24:50.456928+00
63690,devotedigital.com.au,Devote Digital,f,NOT_A_MATCH,,,,,,,,,,517,2026-02-18 02:26:00.269229+00
63694,thefullproject.it,The Full Project,f,NOT_A_MATCH,,,,,,,,,,521,2026-02-18 02:26:00.269229+00
63730,webleads.nl,Webleads,f,OTHER,,,,,,,,,,514,2026-02-18 02:27:04.534618+00
63742,adnews.com.br,AdNews,f,NOT_A_MATCH,,,,,,,,,,505,2026-02-18 02:27:04.534618+00
63746,resultmedia.pl,Result Media,f,OTHER,,,,,,,,,,512,2026-02-18 02:27:04.534618+00
63752,vendoly.de,vendoly,f,NOT_A_MATCH,,,,,,,,,,548,2026-02-18 02:27:04.534618+00
63787,cracreatives.com,cracreatives,f,OTHER,,,,,,,,,,412,2026-02-18 02:28:11.737946+00
63795,imam.ag,Agência de publicidade e propaganda full-service em Curitiba,f,NOT_A_MATCH,,,,,,,,,,494,2026-02-18 02:28:11.737946+00
63815,publikendi.com,Publikendi,f,NOT_A_MATCH,,,,,,,,,,505,2026-02-18 02:29:21.255501+00
63825,thebrandnation.com,The Brand Nation,f,NOT_A_MATCH,,,,,,,,,,519,2026-02-18 02:29:21.255501+00
63835,bobsyouruncle.com,Bob's Your Uncle,f,NOT_A_MATCH,,,,,,,,,,510,2026-02-18 02:29:21.255501+00
63837,pernice.com,Pernice,f,NOT_A_MATCH,,,,,,,,,,518,2026-02-18 02:29:21.255501+00
63850,recime.app,ReciMe,f,NOT_A_MATCH,,,,,,,,,,511,2026-02-18 02:29:21.255501+00
63853,themondaygroup.net,The Monday Group,f,NOT_A_MATCH,,,,,,,,,,516,2026-02-18 02:29:21.255501+00
63860,quelmedia.nl,Quel Media,f,OTHER,,,,,,,,,,347,2026-02-18 02:29:21.255501+00
63871,lovemark-pr.com,Lovemark,f,,,,,,,,,,,505,2026-02-18 02:30:33.226349+00
64231,cardiganmtl.com,Cardigan,f,NOT_A_MATCH,,,,,,,,,,523,2026-02-18 02:32:47.034187+00
64252,wearewim.nl,WIM Creative Agency,f,NOT_A_MATCH,,,,,,,,,,514,2026-02-18 02:32:47.034187+00
64260,beeshoney.pl,beeshoney,f,OTHER,,,,,,,,,,505,2026-02-18 02:33:54.331772+00
64269,chinatradingdesk.com,chinatradingdesk.com,f,NOT_A_MATCH,,,,,,,,,,498,2026-02-18 02:33:54.331772+00
64280,gcmgagency.com,GCMG Agency,f,OTHER,,,,,,,,,,530,2026-02-18 02:33:54.331772+00
64362,dothegreatstuff.com,DO,f,NOT_A_MATCH,,,,,,,,,,357,2026-02-18 02:36:06.198014+00
64378,arcs-design.com,Arc's Design,f,NOT_A_MATCH,,,,,,,,,,420,2026-02-18 02:36:06.198014+00
64384,idkommunikation.com,ID,f,OTHER,,,,,,,,,,501,2026-02-18 02:36:06.198014+00
64388,andersenstudios.com.au,Andersen Studios,f,,,,,,,,,,,408,2026-02-18 02:36:06.198014+00
64396,erod.ca,Erod Creative Agency,f,NOT_A_MATCH,,,,,,,,,,517,2026-02-18 02:36:06.198014+00
64434,gangsteres.com,Gangstères,f,NOT_A_MATCH,,,,,,,,,,523,2026-02-18 02:37:12.957253+00
64480,nematis.com,Nematis,f,NOT_A_MATCH,,,,,,,,,,505,2026-02-18 02:38:23.793805+00
64493,atrava.de,atrava,f,OTHER,,,,,,,,,,505,2026-02-18 02:38:23.793805+00
64543,adlicious.me,adlicious,f,OTHER,,,,,,,,,,418,2026-02-18 02:39:32.922649+00
64584,domingocommunication.com,Domingo Communication,f,OTHER,,,,,,,,,,523,2026-02-18 02:40:47.289618+00
64595,dehorecamarketeer.com,De Horeca Marketeer,f,OTHER,,,,,,,,,,407,2026-02-18 02:40:47.289618+00
64596,21marketing.se,21 Marketing,f,OTHER,,,,,,,,,,564,2026-02-18 02:40:47.289618+00
64622,connectedcircles.net,connectedcircles,f,OTHER,,,,,,,,,,505,2026-02-18 02:41:45.675264+00
64645,keyoutreach.com,Key Outreach,f,NOT_A_MATCH,,,,,,,,,,511,2026-02-18 02:41:45.675264+00
64670,lestetesdepub.com,LES TÊTES DE PUB,f,NOT_A_MATCH,,,,,,,,,,548,2026-02-18 02:42:45.57551+00
64699,adagency.design,AdAgency Productions,f,NOT_A_MATCH,,,,,,,,,,516,2026-02-18 02:42:45.57551+00
64708,champell.com,Champell,f,OTHER,,,,,,,,,,562,2026-02-18 02:43:45.366941+00
64749,agenceminimal.com,Agence Minimal,f,OTHER,,,,,,,,,,499,2026-02-18 02:43:45.366941+00
64779,klintbergnilehn.se,Klintberg/Niléhn,f,NOT_A_MATCH,,,,,,,,,,549,2026-02-18 02:44:50.865111+00
64810,antisocialagency.com,AntiSocial,f,NOT_A_MATCH,,,,,,,,,,510,2026-02-18 02:46:00.384897+00
64870,rheinland.digital,Rheinland digital,f,NOT_A_MATCH,,,,,,,,,,417,2026-02-18 02:47:10.008343+00
64880,bisforbrand.com,B is for Brand,f,OTHER,,,,,,,,,,563,2026-02-18 02:47:10.008343+00
64920,phygitalsolutions.com.br,phygital solutions,f,OTHER,,,,,,,,,,500,2026-02-18 02:48:20.226037+00
64924,capemorris.agency,Cape Morris,f,OTHER,,,,,,,,,,512,2026-02-18 02:48:20.226037+00
64971,bethesdagamestudios.com,Bethesda Game Studios,f,NOT_A_MATCH,,,,,,,,,,523,2026-02-18 02:49:38.056728+00
65087,vier-fuer-texas.com,Vier für Texas,f,NOT_A_MATCH,,,,,,,,,,499,2026-02-18 02:49:38.056728+00
65095,mintmedia.pl,Mint Media,f,NOT_A_MATCH,,,,,,,,,,499,2026-02-18 02:49:38.056728+00
65111,findyouraudience.online,Find Your Audience,f,NOT_A_MATCH,,,,,,,,,,516,2026-02-18 02:49:38.056728+00
65112,digitalnativeclub.fr,Digital Native Club,f,NOT_A_MATCH,,,,,,,,,,352,2026-02-18 02:49:38.056728+00
65152,fastviral.de,fastviral,f,OTHER,,,,,,,,,,359,2026-02-18 02:50:53.12389+00
65180,femmemarketing.com,Femme Marketing,f,NOT_A_MATCH,,,,,,,,,,414,2026-02-18 02:52:06.946268+00
65183,giftagram.com,Giftagram,f,NOT_A_MATCH,,,,,,,,,,356,2026-02-18 02:52:06.946268+00
65199,eastwardmedia.com,Eastward Media,f,NOT_A_MATCH,,,,,,,,,,412,2026-02-18 02:52:06.946268+00
65204,sugarai.baby,sugar•AI,f,OTHER,,,,,,,,,,542,2026-02-18 02:52:06.946268+00
65267,2increatives.com,2increatives,f,OTHER,,,,,,,,,,564,2026-02-18 02:53:18.660851+00
65323,closedigit.com,CloseDigit,f,NOT_A_MATCH,,,,,,,,,,300,2026-02-18 02:54:25.661921+00
65399,inspot.se,Inspot AB,f,NOT_A_MATCH,,,,,,,,,,512,2026-02-18 02:55:41.675024+00
65413,gsquared.com.au,,f,OTHER,,,,,,,,,,521,2026-02-18 02:55:41.675024+00
65416,iktome.it,Iktome,f,OTHER,,,,,,,,,,496,2026-02-18 02:55:41.675024+00
65441,finallevel.com.br,Final Level Co.,f,,,,,,,,,,,420,2026-02-18 02:59:33.640036+00
65457,melmak.pl,Melmak,f,OTHER,,,,,,,,,,521,2026-02-18 02:59:33.640036+00
65463,foodcabinet.nl,Food Cabinet,f,NOT_A_MATCH,,,,,,,,,,505,2026-02-18 02:59:33.640036+00
65482,1digitalstack.ai,1digitalstack,f,OTHER,,,,,,,,,,526,2026-02-18 03:00:50.809707+00
65501,mmc-ae.com,Momentum,f,NOT_A_MATCH,,,,,,,,,,517,2026-02-18 03:00:50.809707+00
65505,sowhat.com.br,So What,f,NOT_A_MATCH,,,,,,,,,,406,2026-02-18 03:00:50.809707+00
65518,inis.pl,inis,f,NOT_A_MATCH,,,,,,,,,,360,2026-02-18 03:02:04.232528+00
65525,resellerratings.com,ResellerRatings,f,NOT_A_MATCH,,,,,,,,,,531,2026-02-18 03:02:04.232528+00
65557,andzen.com.au,Andzen,f,NOT_A_MATCH,,,,,,,,,,348,2026-02-18 03:02:04.232528+00
65569,kokaihop.se,,f,NOT_A_MATCH,,,,,,,,,,564,2026-02-18 03:03:45.442523+00
65582,ekomi.com,eKomi,f,NOT_A_MATCH,,,,,,,,,,423,2026-02-18 03:03:45.442523+00
65611,extendure.com,Extendure,f,NOT_A_MATCH,,,,,,,,,,414,2026-02-18 03:03:45.442523+00
65862,larastudios.se,Lara Studios,f,OTHER,,,,,,,,,,556,2026-02-18 03:05:20.651402+00
65868,purplecloudnetwork.co.uk,Purple Cloud Network,f,NOT_A_MATCH,,,,,,,,,,556,2026-02-18 03:05:20.651402+00
65880,socialsparrow.agency,Social Sparrow,f,OTHER,,,,,,,,,,495,2026-02-18 03:05:20.651402+00
65883,tmd.ca,The Marketing Department,f,NOT_A_MATCH,,,,,,,,,,494,2026-02-18 03:05:20.651402+00
65913,angelstudio.co,Angel Studio,f,,,,,,,,,,,519,2026-02-18 03:15:13.503399+00
65939,ohtasri.com,Ohtasri,f,,,,,,,,,,,563,2026-02-18 03:15:13.503399+00
66081,outrage.agency,OUTRAGE - AGENCY,f,NOT_A_MATCH,,,,,,,,,,548,2026-02-18 03:16:51.069958+00
66096,shortents.com,,f,,,,,,,,,,,421,2026-02-18 03:16:51.069958+00
66126,rblln.fr,Agence Rébellion,f,NOT_A_MATCH,,,,,,,,,,410,2026-02-18 03:18:34.834291+00
66127,shoppermedia.com.au,,f,,,,,,,,,,,414,2026-02-18 03:18:34.834291+00
66223,gingerpromotions.life,gingerpromotions,f,NOT_A_MATCH,,,,,,,,,,516,2026-02-18 03:20:06.732196+00
66231,3scglobalservices.com,3SC Global Services,f,NOT_A_MATCH,,,,,,,,,,496,2026-02-18 03:20:06.732196+00
66319,thehundred.com,The Hundred,f,NOT_A_MATCH,,,,,,,,,,414,2026-02-18 03:24:02.992254+00
66376,storymakers.es,Storymakers,f,OTHER,,,,,,,,,,563,2026-02-18 03:25:19.52668+00
66381,insightsocialmedia.com.au,Insight Social Media,f,NOT_A_MATCH,,,,,,,,,,495,2026-02-18 03:25:19.52668+00
66408,overtimemarketing.ca,Overtime Marketing,f,NOT_A_MATCH,,,,,,,,,,417,2026-02-18 03:25:19.52668+00
66441,fiftysix14.com,5614 Marketing,f,OTHER,,,,,,,,,,538,2026-02-18 03:26:25.804824+00
66474,adwaveagency.com,Adwave Agency,f,OTHER,,,,,,,,,,563,2026-02-18 03:27:31.299841+00
66481,iberion.com,Iberion,f,NEW:DIGITAL_PUBLISHER,,,,,,,,,,522,2026-02-18 03:27:31.299841+00
66484,limonpublicidad.com,Limón Publicidad,f,OTHER,,,,,,,,,,512,2026-02-18 03:27:31.299841+00
66505,20action.com,20ACTION,f,NOT_A_MATCH,,,,,,,,,,553,2026-02-18 03:27:31.299841+00
66519,wykop.pl,Wykop.pl,f,NOT_A_MATCH,,,,,,,,,,496,2026-02-18 03:28:47.592208+00
66523,liganova-horizon.com,LIGANOVA HORIZON,f,NOT_A_MATCH,,,,,,,,,,515,2026-02-18 03:28:47.592208+00
66524,gamingmediagroupinc.com,Gaming Media Group Inc.,f,NOT_A_MATCH,,,,,,,,,,520,2026-02-18 03:28:47.592208+00
66532,advcamelot.it,Camelot,f,OTHER,,,,,,,,,,510,2026-02-18 03:28:47.592208+00
66552,troitaly.com,TRO,f,OTHER,,,,,,,,,,412,2026-02-18 03:28:47.592208+00
66573,jacommunication.se,jacommunication,f,NOT_A_MATCH,,,,,,,,,,499,2026-02-18 03:30:03.732059+00
66596,waassta.com,Waasssta,f,NOT_A_MATCH,,,,,,,,,,494,2026-02-18 03:30:03.732059+00
66601,baldosasamarillas.es,Baldosas Amarillas,f,NOT_A_MATCH,,,,,,,,,,517,2026-02-18 03:30:03.732059+00
66602,packshothouse.com,,f,NOT_A_MATCH,,,,,,,,,,564,2026-02-18 03:30:03.732059+00
66606,gruposal.com.br,Grupo Sal,f,NOT_A_MATCH,,,,,,,,,,512,2026-02-18 03:30:03.732059+00
66607,craftsmanplus.com,CRAFTSMAN+,f,NOT_A_MATCH,,,,,,,,,,510,2026-02-18 03:30:03.732059+00
66866,futuregamesoflondon.com,Ubisoft UK Studios,f,NOT_A_MATCH,,,,,,,,,,494,2026-02-18 03:31:07.855199+00
66871,agenciaway.es,Agencia Way,f,NOT_A_MATCH,,,,,,,,,,519,2026-02-18 03:31:07.855199+00
66889,joe.co.uk,JOE,f,OTHER,,,,,,,,,,518,2026-02-18 03:31:07.855199+00
66891,brandkolektyw.pl,Brand Kolektyw,f,OTHER,,,,,,,,,,505,2026-02-18 03:31:07.855199+00
