company_name,domain,employees,industry,segment,confidence
Fly Me To The Moon Agency,flymetothemoon.es,,,IM_FIRST_AGENCIES,1.0
buzzanova,buzzanova.com,,,IM_FIRST_AGENCIES,1.0
Bluecell Comunicación,bluecell.es,,,IM_FIRST_AGENCIES,1.0
G&B Digital Management,gb-dm.com,,,IM_FIRST_AGENCIES,1.0
Click2Commission,click2commission.com,,,INFLUENCER_PLATFORMS,0.7
Dragonfruit,dragonfruitmedia.co,,,IM_FIRST_AGENCIES,0.98
Endlss,getendlss.com,,,INFLUENCER_PLATFORMS,0.8
Dialed Media,dialedmedia.com,,,IM_FIRST_AGENCIES,0.95
Atta,atta-agence.com,,,IM_FIRST_AGENCIES,0.95
Sparkle Agency,sparkleagency.it,,,IM_FIRST_AGENCIES,0.95
Creator Deck,creatordeck.com,,,IM_FIRST_AGENCIES,0.95
Elevate Agency,elevateagency.com,,,IM_FIRST_AGENCIES,0.95
VerifiedWorks,verifiedworks.com,,,IM_FIRST_AGENCIES,0.95
Monsieur Darmon,monsieurdarmon.com,,,IM_FIRST_AGENCIES,0.95
14BALLERS GmbH,14ballers.com,,,IM_FIRST_AGENCIES,0.95
Onyx Commerce,onyxco.io,,,IM_FIRST_AGENCIES,0.95
Monk-E,monk-e.in,,,IM_FIRST_AGENCIES,0.95
UNLEASH.,unleashmgmt.com,,,IM_FIRST_AGENCIES,0.95
DLS Consulting GmbH,dls-consulting.de,,,IM_FIRST_AGENCIES,0.95
CHC Fashion Group LLC,chcgroupusa.com,,,IM_FIRST_AGENCIES,0.95
The People Branding Company,thepeoplebrandingcompany.com,,,IM_FIRST_AGENCIES,0.92
Fireflies,firefliesme.com,,,IM_FIRST_AGENCIES,0.92
Spawnpoint Media,spawnpointmedia.com,,,IM_FIRST_AGENCIES,0.92
Digital Minds Ltd,digitalminds.com,,,IM_FIRST_AGENCIES,0.9
TOTEM EXPERIENCE,totem-experience.com,,,IM_FIRST_AGENCIES,0.9
Noise Media Group,noisemediagroup.co.uk,,,IM_FIRST_AGENCIES,0.9
Creators Nest | Content / Influencers Marketing,creatorsnest.in,,,IM_FIRST_AGENCIES,0.9
Rewired Talent Management,rewiredtalent.com,,,IM_FIRST_AGENCIES,0.9
InGame Esports,ingame.global,,,IM_FIRST_AGENCIES,0.9
The Last Layer,thelastlayer.co,,,IM_FIRST_AGENCIES,0.9
Smile Conseil,smileconseil.com,,,IM_FIRST_AGENCIES,0.9
CollabX Entertainment,collabx.in,,,IM_FIRST_AGENCIES,0.9
IPLIX Media,iplix.in,,,IM_FIRST_AGENCIES,0.9
Mavemark,mavemark.com,,,IM_FIRST_AGENCIES,0.9
Whoppl.,whoppl.com,,,IM_FIRST_AGENCIES,0.9
KLAUT ADVERTISING,klautadvertising.com,,,IM_FIRST_AGENCIES,1.0
Pinkhy Events,pinkhyevents.com,,,IM_FIRST_AGENCIES,1.0
OneDigital Entertainment,onedigitalentertainment.com,,,IM_FIRST_AGENCIES,0.9
YeaH1 Careers,yeah1group.com,,,IM_FIRST_AGENCIES,0.9
株式会社ナハト,nahato.co.jp,,,IM_FIRST_AGENCIES,0.9
charles & charlotte - we're hiring!,charlesandcharlotte.com,,,IM_FIRST_AGENCIES,0.9
Stack Influence,stackinfluence.com,,,IM_FIRST_AGENCIES,1.0
PinPung,pinpung.com,,,IM_FIRST_AGENCIES,0.9
VALERIA INC.,valeriainc.com,,,IM_FIRST_AGENCIES,0.9
Chai Bisket,chaibisket.com,,,IM_FIRST_AGENCIES,0.9
InterTalent,intertalentgroup.com,,,IM_FIRST_AGENCIES,0.9
Maxed Influence,maxedinfluence.com,,,IM_FIRST_AGENCIES,0.9
Distinction Talent,distinctiontalent.com,,,IM_FIRST_AGENCIES,0.88
Mutato,muta.to,,,IM_FIRST_AGENCIES,0.88
POPS,popsww.com,,,IM_FIRST_AGENCIES,0.88
X İletişim,xiletisim.com,,,IM_FIRST_AGENCIES,0.88
EYC LTD,eyc-ltd.com,,,IM_FIRST_AGENCIES,0.88
Cousin Labs,cousinlabs.com,,,IM_FIRST_AGENCIES,0.88
Hero Collective,herocollective.co,,,IM_FIRST_AGENCIES,0.88
impact.com,impact.com,,,AFFILIATE_PERFORMANCE,1.0
TTSMedia,ttsmedia.de,,,IM_FIRST_AGENCIES,0.95
Infinite Friend,infinitefriend.co,,,IM_FIRST_AGENCIES,0.95
Communique India 🇮🇳,communiqueindia.com,,,IM_FIRST_AGENCIES,0.85
Pulpkey - The Influencer Marketing Company,pulpkey.com,,,IM_FIRST_AGENCIES,0.85
Settr,settr.com,,,IM_FIRST_AGENCIES,0.85
Dexerto,dexerto.media,,,IM_FIRST_AGENCIES,0.85
Haluan Digital Agency,haluandigital.agency,,,IM_FIRST_AGENCIES,0.85
The Clementine Group,clementinegroup.co,,,IM_FIRST_AGENCIES,0.92
AGY-NCY,agy-ncy.com,,,IM_FIRST_AGENCIES,0.92
Starbuzz.ai,starbuzz.ai,,,INFLUENCER_PLATFORMS,0.95
CERTO,certoagency.com,,,IM_FIRST_AGENCIES,0.9
SB Media Group,sbmediagroup.com,,,IM_FIRST_AGENCIES,0.9
Realz Tech,realz.tech,,,IM_FIRST_AGENCIES,0.9
JoSa Management,josa-mgmt.de,,,IM_FIRST_AGENCIES,0.9
Potensi Creative,potensicreative.com,,,IM_FIRST_AGENCIES,0.9
DCT Agency,dctagency.com,,,IM_FIRST_AGENCIES,0.9
AFM Agency,afmagency.net,,,IM_FIRST_AGENCIES,0.9
GREENWOOD MCN,greenwoodagency.org,,,IM_FIRST_AGENCIES,0.9
F-Commerce,fcommerce.id,,,IM_FIRST_AGENCIES,0.9
37 Partners,37partners.com,,,IM_FIRST_AGENCIES,0.9
Clever Advertising,cleveradvertising.com,,,IM_FIRST_AGENCIES,0.8
HASHTAG,hashtag.com.pk,,,IM_FIRST_AGENCIES,0.8
The Now Agency Inc,thenow.agency,,,IM_FIRST_AGENCIES,0.8
Ventes Avenues,ventesavenues.in,,,IM_FIRST_AGENCIES,0.8
AniMeta,animeta.ai,,,IM_FIRST_AGENCIES,0.8
TalentsTotal,talentstotal.com,,,IM_FIRST_AGENCIES,0.8
Kreatorz,kreatorz.com.br,,,IM_FIRST_AGENCIES,0.8
Pocket Aces,pocketaces.in,,,IM_FIRST_AGENCIES,0.8
PIPA MEDIA,pipame.com,,,IM_FIRST_AGENCIES,0.8
Mobfountain Media,mobfountain.com,,,IM_FIRST_AGENCIES,0.8
Influence Latam,influence.cl,,,IM_FIRST_AGENCIES,0.8
ContentJet,contentjet.com,,,IM_FIRST_AGENCIES,0.8
Games Medya,gamesmedya.com,,,IM_FIRST_AGENCIES,0.8
IO DIGITAL,i-o.digital,,,IM_FIRST_AGENCIES,0.8
Sculpt - B2B Social Media Agency,wearesculpt.com,,,IM_FIRST_AGENCIES,0.8
Social Elite,socialelite.io,,,IM_FIRST_AGENCIES,0.8
Influir Media,influirmedia.com,,,IM_FIRST_AGENCIES,0.8
Social Bread Indonesia,socialbread.id,,,IM_FIRST_AGENCIES,0.8
SMARTKOM,smartkom.com,,,IM_FIRST_AGENCIES,0.8
Krazyfox,krazyfox.in,,,IM_FIRST_AGENCIES,0.8
Rising Suns Agency,risingsunsagency.com,,,IM_FIRST_AGENCIES,0.8
Digital Crew Solution,digitalcrewsolution.com,,,IM_FIRST_AGENCIES,0.8
Lettly,lettly.com,,,IM_FIRST_AGENCIES,0.8
Social Bird,socialbird.in,,,IM_FIRST_AGENCIES,0.8
Yoola,yoola.com,,,IM_FIRST_AGENCIES,0.8
The Social Lemon,thesociallemon.com,,,IM_FIRST_AGENCIES,0.8
VizSense,vizsense.com,,,IM_FIRST_AGENCIES,0.8
markenkäpt'n,markenkaeptn.de,,,IM_FIRST_AGENCIES,0.8
Walnut Media,walnutmedia.com,,,IM_FIRST_AGENCIES,0.8
CA Agency,caagency.com,,,IM_FIRST_AGENCIES,0.8
Hepmil Singapore,hepmil.com,,,IM_FIRST_AGENCIES,0.8
For You | TikTok Growth Agency,foryouadvertising.com,,,IM_FIRST_AGENCIES,0.8
GMD,gmd.digital,,,IM_FIRST_AGENCIES,0.8
CreatorStation,creatorstation.com,,,IM_FIRST_AGENCIES,0.8
Neon Rose,neonroseagency.com,,,IM_FIRST_AGENCIES,0.8
10PM Curfew,10pmcurfew.com,,,IM_FIRST_AGENCIES,0.8
Exhibit & TopGear Mag India,exhibit.co.in,,,IM_FIRST_AGENCIES,0.8
3Folks Media,3folks.com,,,IM_FIRST_AGENCIES,0.8
Aer Media,aer.media,,,IM_FIRST_AGENCIES,0.8
Blazing Fast Media LLC,blazingfastmedia.com,,,IM_FIRST_AGENCIES,0.88
Twiva,twiva.com,,,INFLUENCER_PLATFORMS,0.9
Afinia Digital,afiniadigital.com,,,INFLUENCER_PLATFORMS,0.9
BETANDEAL,betandeal.com,,,INFLUENCER_PLATFORMS,0.9
PlayNest,playnest.com.br,,,INFLUENCER_PLATFORMS,0.9
Element Human,elementhuman.com,,,INFLUENCER_PLATFORMS,0.9
Spoutnik Agency,spoutnik-agency.com,,,IM_FIRST_AGENCIES,0.85
FRANKLY AGENCY,franklyagency.at,,,IM_FIRST_AGENCIES,0.85
Moxy Management,moxymgt.com,,,IM_FIRST_AGENCIES,0.75
The Leapfrog Network,tlfnetwork.com,,,IM_FIRST_AGENCIES,0.75
Sparkle I Jaws Group,sparkle-agency.fr,,,IM_FIRST_AGENCIES,0.75
ATG Media Group Inc,tagmedia.cloud,,,IM_FIRST_AGENCIES,0.75
Creators Agency,creatorsagency.co,,,IM_FIRST_AGENCIES,0.8
Infinite Creative,infinite-creative.co,,,IM_FIRST_AGENCIES,0.8
SHOUT.GROUP,shout.market,,,IM_FIRST_AGENCIES,0.8
Sharksfluence,sharksfluence.com,,,IM_FIRST_AGENCIES,0.8
Comu,nossacomu.com.br,,,IM_FIRST_AGENCIES,0.8
Iguana Growth Studios,iguanagrowth.com,,,IM_FIRST_AGENCIES,0.8
RCLASHERS MEDIA,rclashers.com,,,IM_FIRST_AGENCIES,0.8
Thinking Out Loud Digital,tol-d.in,,,IM_FIRST_AGENCIES,0.8
Madeviral,madeviral.co,,,IM_FIRST_AGENCIES,0.8
Meet and Fun,meetandfun.com.ar,,,IM_FIRST_AGENCIES,0.8
Infloro,infloro.com,,,IM_FIRST_AGENCIES,0.8
Ichigo Ichie (igie.gg),igie.gg,,,IM_FIRST_AGENCIES,0.8
Banoffee Media,banoffeemedia.com,,,IM_FIRST_AGENCIES,0.8
Youth Marketer,youthmarketer.com,,,IM_FIRST_AGENCIES,0.8
Social Cat,thesocialcat.com,,,INFLUENCER_PLATFORMS,0.5
Pattern®,pattern.com,,,INFLUENCER_PLATFORMS,0.5
MField,mfield.com.br,,,IM_FIRST_AGENCIES,0.7
Q.Digital,q.digital,,,IM_FIRST_AGENCIES,0.7
Rossman Media,rossmanmedia.com,,,IM_FIRST_AGENCIES,0.7
Ponte Firm,pontefirm.com,,,IM_FIRST_AGENCIES,0.7
Frontstage Entertainment,frontstage.gr,,,IM_FIRST_AGENCIES,0.7
Near Creative,nearcreative.co,,,IM_FIRST_AGENCIES,0.7
matamko,matamko.com,,,IM_FIRST_AGENCIES,0.7
Show Reel Media Group,showreelmediagroup.it,,,IM_FIRST_AGENCIES,0.7
Forsit,forsit.co.kr,,,IM_FIRST_AGENCIES,0.7
The Metub Company,themetub.com,,,IM_FIRST_AGENCIES,0.7
Uppercase Brands,uppercasebrands.com,,,IM_FIRST_AGENCIES,0.7
杭州网络科技有限公司,miqtech.com,,,IM_FIRST_AGENCIES,0.7
Brave Bison,bravebison.com,,,IM_FIRST_AGENCIES,0.7
thinketers,thinketers.com,,,IM_FIRST_AGENCIES,0.7
WLDD Private Limited,wldd.in,,,IM_FIRST_AGENCIES,0.7
Mighty Joy,mightyjoy.com,,,IM_FIRST_AGENCIES,0.7
Spark Media,sparkmedia.la,,,IM_FIRST_AGENCIES,0.7
ITP Live,itp.live,,,IM_FIRST_AGENCIES,0.7
JOAN Creative,joancreative.com,,,IM_FIRST_AGENCIES,0.7
Divo,divo.in,,,IM_FIRST_AGENCIES,0.7
Nativo,nativo.company,,,IM_FIRST_AGENCIES,0.7
Analyzen,analyzenbd.com,,,IM_FIRST_AGENCIES,0.7
Mystic Advertising,mystic-advertising.com,,,IM_FIRST_AGENCIES,0.7
OWLED,owledmedia.com,,,IM_FIRST_AGENCIES,0.7
Futuretech,thisisfuture.com,,,IM_FIRST_AGENCIES,0.7
ConvergenSEE Asia,convergensee.ai,,,IM_FIRST_AGENCIES,0.7
WadiDigital - B2B Tech Marketing Agency,wadidigital.com,,,IM_FIRST_AGENCIES,0.7
Round Barn Labs,roundbarnlabs.com,,,IM_FIRST_AGENCIES,0.7
سمارت كود Smart Code,smartcode.sa,,,IM_FIRST_AGENCIES,0.7
URBA Inc.,urba.media,,,IM_FIRST_AGENCIES,0.7
Stage Digital,stagedigital.com.br,,,IM_FIRST_AGENCIES,0.7
Division-D,divisiond.com,,,IM_FIRST_AGENCIES,0.7
CULTURE KIDS GROUP,culturekidsgroup.agency,,,IM_FIRST_AGENCIES,0.7
Adinfluence,adinfluence.cl,,,IM_FIRST_AGENCIES,0.7
New Moon,new-moon.com,,,IM_FIRST_AGENCIES,0.7
Hollywood Branded,hollywoodbranded.com,,,IM_FIRST_AGENCIES,0.7
Lean,lean.partners,,,IM_FIRST_AGENCIES,0.7
PIMO Lebanon,pimogroup.com,,,IM_FIRST_AGENCIES,0.7
MAM Creatives | Reklam & Yazılım Şirketi,mamcreatives.com,,,IM_FIRST_AGENCIES,0.7
alist.club,alist.club,,,IM_FIRST_AGENCIES,0.7
Interactive Media,interactivemedia.com.co,,,IM_FIRST_AGENCIES,0.7
ARTEE Group,arteegroup.id,,,IM_FIRST_AGENCIES,0.7
The Limitless Agency,thelimitlessagency.com,,,IM_FIRST_AGENCIES,0.7
Wediacorp,wediacorp.com,,,IM_FIRST_AGENCIES,0.7
Fragile agency,fragile.cz,,,IM_FIRST_AGENCIES,0.7
SCROll STOP,scrollstop.com,,,IM_FIRST_AGENCIES,0.7
P2P Marketing Agency,wearep2p.com,,,IM_FIRST_AGENCIES,0.7
This Here,thishe.re,,,IM_FIRST_AGENCIES,0.7
VIRAL CO,viralco.mx,,,IM_FIRST_AGENCIES,0.7
A2 Influence,a2influence.com,,,IM_FIRST_AGENCIES,0.7
Grail Talent,grail-talent.com,,,IM_FIRST_AGENCIES,0.7
Alle tragen Masken GmbH,alletragenmasken.de,,,IM_FIRST_AGENCIES,0.7
Reach,reachdxb.me,,,IM_FIRST_AGENCIES,0.7
Connector,connector.ie,,,IM_FIRST_AGENCIES,0.7
Palette Media,palettemedia.com,,,IM_FIRST_AGENCIES,0.7
Twelve,twelvenyc.com,,,IM_FIRST_AGENCIES,0.7
Jelly - agencia con alma digital,jelly.cl,,,IM_FIRST_AGENCIES,0.7
OTK Media,otknetwork.com,,,IM_FIRST_AGENCIES,0.7
Circuit,circuit.com.pe,,,IM_FIRST_AGENCIES,0.7
Odyssey Entertainment Group,odysseyentgroup.com,,,IM_FIRST_AGENCIES,0.7
Wonderful,wonderful.fr,,,IM_FIRST_AGENCIES,0.7
Misiva,misiva.com.ec,,,IM_FIRST_AGENCIES,0.7
Splay One,splayone.com,,,IM_FIRST_AGENCIES,0.7
Deodato,deodato.co,,,IM_FIRST_AGENCIES,0.7
INFLUASIA,influasia.com,,,IM_FIRST_AGENCIES,0.7
Lever - Marketplace for Companies and Web3 KOLs,lever.io,,,INFLUENCER_PLATFORMS,0.8
Ramdam,ramd.am,,,INFLUENCER_PLATFORMS,0.8
Rasooc,rasooc.com,,,INFLUENCER_PLATFORMS,0.8
HEMBLEM,hemblem.app,,,INFLUENCER_PLATFORMS,0.8
Social Tale - TikTok Shop Agency,socialtale.co,,,AFFILIATE_PERFORMANCE,0.8
BERMVDA GmbH,bermvda.de,,,IM_FIRST_AGENCIES,0.75
Marvalero Inc.,marvalero.com,,,INFLUENCER_PLATFORMS,0.5
Creatively Squared,creativelysquared.com,,,INFLUENCER_PLATFORMS,0.75
XOMAD,xomad.com,,,IM_FIRST_AGENCIES,0.8
Socializr,socializr.be,,,IM_FIRST_AGENCIES,0.7
THE MARKETING MAN,themarketingman.in,,,IM_FIRST_AGENCIES,0.7
Social Taxi,socialtaxi.in,,,IM_FIRST_AGENCIES,0.7
헤렌(HERREN),herrencorp.com,,,IM_FIRST_AGENCIES,0.7
ImpactHub Connect,impacthubconnect.in,,,IM_FIRST_AGENCIES,0.7
Storytime,storytime.io,,,IM_FIRST_AGENCIES,0.7
FLICKZILLA ENTERTAINMENT,flickzilla.in,,,IM_FIRST_AGENCIES,0.7
Fancall Private Limited,fancall.in,,,IM_FIRST_AGENCIES,0.7
The Mesh Company,themesh.co,,,IM_FIRST_AGENCIES,0.7
Invictos,invictos.cl,,,IM_FIRST_AGENCIES,0.7
Jabberhaus,jabberhaus.com,,,IM_FIRST_AGENCIES,0.7
bits&bond,bitsandbond.com,,,IM_FIRST_AGENCIES,0.7
Mint & Milk PR,mintandmilk.com,,,IM_FIRST_AGENCIES,0.7
Social Swipe,socialswipe.in,,,IM_FIRST_AGENCIES,0.7
Saltbuzz,saltbuzz.co,,,IM_FIRST_AGENCIES,0.7
Grupo Soller,gruposoller.com.br,,,IM_FIRST_AGENCIES,0.7
Puff Media,puffmedia.co,,,IM_FIRST_AGENCIES,0.7
ZoolaraAds,zoolaraads.com,,,INFLUENCER_PLATFORMS,0.7
Fluencers Group,fluencer.co.uk,,,IM_FIRST_AGENCIES,1.0
"TWIC, The Wolf Is Coming Agency",thewolfiscoming.com,,,IM_FIRST_AGENCIES,1.0
following,following.ae,,,INFLUENCER_PLATFORMS,0.7
PalUp,palup.ai,,,INFLUENCER_PLATFORMS,0.7
Acifin,acifin.co.uk,,,IM_FIRST_AGENCIES,0.7
Socio Impulse,socioimpulse.com,,,IM_FIRST_AGENCIES,0.7
Influee,influee.co,,,INFLUENCER_PLATFORMS,1.0
Onalytica,onalytica.com,,,INFLUENCER_PLATFORMS,1.0
ANYCOLOR Inc.,anycolor.co.jp,,,IM_FIRST_AGENCIES,0.95
TIST Media,tistmedia.in,,,IM_FIRST_AGENCIES,0.95
Behave Agency,behaveagency.com,,,IM_FIRST_AGENCIES,0.95
Idiotic Media,idiotic.media,,,IM_FIRST_AGENCIES,0.95
Shark Talent,sharks.agency,,,IM_FIRST_AGENCIES,0.92
PopStar,pop-star.me,,,INFLUENCER_PLATFORMS,0.95
Sociohub Media,sociohub.media,,,IM_FIRST_AGENCIES,0.9
Tower 21,tower21.digital,,,IM_FIRST_AGENCIES,0.9
Finnet Media,finnetmedia.com,,,IM_FIRST_AGENCIES,0.9
Esports Business Network (EBN),ebnbiz.com,,,IM_FIRST_AGENCIES,0.9
Biru Satria Mediatama,bintangagency.com,,,IM_FIRST_AGENCIES,0.9
GRUPO POP,popcommunication.com.br,,,IM_FIRST_AGENCIES,0.9
Surge Media,surgemedia.co.in,,,IM_FIRST_AGENCIES,0.88
This is Odd,thisisodd.es,,,IM_FIRST_AGENCIES,0.88
Prophet PR,prprophet.ai,,,INFLUENCER_PLATFORMS,0.9
Yimb.nl,yimb.nl,,,INFLUENCER_PLATFORMS,0.9
The DigiBee Network,thedigibee.in,,,IM_FIRST_AGENCIES,0.85
Shine Talent Group,shinetalentgroup.com,,,IM_FIRST_AGENCIES,0.5
SocialChain,socialchain.com,,,IM_FIRST_AGENCIES,0.5
Artisan Council,artisancouncil.com,,,IM_FIRST_AGENCIES,0.5
HypeBox,hypebox.me,,,IM_FIRST_AGENCIES,0.5
The Shelf Influencer Marketing Agency,theshelf.com,,,IM_FIRST_AGENCIES,0.5
Lookfamed GmbH,lookfamed.de,,,IM_FIRST_AGENCIES,0.5
Hearts & Science,hearts-science.com,,,IM_FIRST_AGENCIES,0.5
Hamelin - Agencia de Influencers,hamelin-agency.com,,,IM_FIRST_AGENCIES,0.5
UGC Factory,ugcfactory.io,,,IM_FIRST_AGENCIES,0.5
HireInfluence,hireinfluence.com,,,IM_FIRST_AGENCIES,0.5
Alkimiads - Influencer Marketing Agency,alkimiads.com,,,IM_FIRST_AGENCIES,0.5
milkyway*,milkyway-agency.com,,,IM_FIRST_AGENCIES,0.5
Nota Bene Agency,notabene.es,,,IM_FIRST_AGENCIES,0.5
Tanke - Creative Influencer Marketing,tanke.fr,,,IM_FIRST_AGENCIES,0.5
team5pm,team5pm.com,,,IM_FIRST_AGENCIES,0.5
Coolr,wearecoolr.com,,,IM_FIRST_AGENCIES,0.5
We Are Era,weareera.com,,,IM_FIRST_AGENCIES,0.5
NORD DDB,nordddb.com,,,IM_FIRST_AGENCIES,0.5
Cogent World,cogentworld.com,,,IM_FIRST_AGENCIES,0.5
Hypetap,hypetap.com,,,IM_FIRST_AGENCIES,0.5
Spin,spinbrands.com,,,IM_FIRST_AGENCIES,0.5
DOJO,dojo.do,,,IM_FIRST_AGENCIES,0.5
GRUPO GO.,grupo-go.es,,,IM_FIRST_AGENCIES,0.5
The Fifth,thefifthagency.com,,,IM_FIRST_AGENCIES,0.5
Zenith España,zenithmedia.es,,,IM_FIRST_AGENCIES,0.5
mnstr,mnstr.com,,,IM_FIRST_AGENCIES,0.5
MOCA Advertising,moca-tech.net,,,IM_FIRST_AGENCIES,0.5
Digital Natives,digitalnativescontent.com,,,IM_FIRST_AGENCIES,0.5
MVE Management,mvemanagement.com,,,IM_FIRST_AGENCIES,0.5
Cre8r.ai,cre8r.ai,,,INFLUENCER_PLATFORMS,0.85
The Vibes Network,thevibes.network,,,INFLUENCER_PLATFORMS,0.85
